id,products,total,discountedTotal,userId,totalProducts,totalQuantity
150,"[{'id': 153, 'title': 'Volleyball', 'price': 11.99, 'quantity': 1, 'total': 11.99, 'discountPercentage': 12.25, 'discountedTotal': 10.52, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp'}, {'id': 32, 'title': 'Milk', 'price': 3.49, 'quantity': 5, 'total': 17.450000000000003, 'discountPercentage': 13.74, 'discountedTotal': 15.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/milk/thumbnail.webp'}, {'id': 159, 'title': 'iPad Mini 2021 Starlight', 'price': 499.99, 'quantity': 2, 'total': 999.98, 'discountPercentage': 3.64, 'discountedTotal': 963.58, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp'}]",1029.42,989.15,150,3,8
151,"[{'id': 38, 'title': 'Rice', 'price': 5.99, 'quantity': 2, 'total': 11.98, 'discountPercentage': 9.29, 'discountedTotal': 10.87, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/rice/thumbnail.webp'}, {'id': 2, 'title': 'Eyeshadow Palette with Mirror', 'price': 19.99, 'quantity': 3, 'total': 59.97, 'discountPercentage': 18.19, 'discountedTotal': 49.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp'}, {'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 4, 'total': 5.96, 'discountPercentage': 0.16, 'discountedTotal': 5.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 5, 'total': 149.95, 'discountPercentage': 6.53, 'discountedTotal': 140.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}, {'id': 2, 'title': 'Eyeshadow Palette with Mirror', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 18.19, 'discountedTotal': 16.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/eyeshadow-palette-with-mirror/thumbnail.webp'}]",247.85,222.39,151,5,15
152,"[{'id': 108, 'title': 'iPhone 12 Silicone Case with MagSafe Plum', 'price': 29.99, 'quantity': 4, 'total': 119.96, 'discountPercentage': 13.85, 'discountedTotal': 103.35, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/iphone-12-silicone-case-with-magsafe-plum/thumbnail.webp'}, {'id': 193, 'title': 'Watch Gold for Women', 'price': 799.99, 'quantity': 5, 'total': 3999.95, 'discountPercentage': 18.34, 'discountedTotal': 3266.36, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp'}]",4119.91,3369.71,152,2,9
153,"[{'id': 7, 'title': 'Chanel Coco Noir Eau De', 'price': 129.99, 'quantity': 2, 'total': 259.98, 'discountPercentage': 16.51, 'discountedTotal': 217.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/chanel-coco-noir-eau-de/thumbnail.webp'}, {'id': 120, 'title': 'Vaseline Men Body and Face Lotion', 'price': 9.99, 'quantity': 3, 'total': 29.97, 'discountPercentage': 13.39, 'discountedTotal': 25.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/vaseline-men-body-and-face-lotion/thumbnail.webp'}, {'id': 110, 'title': 'Selfie Lamp with iPhone', 'price': 14.99, 'quantity': 1, 'total': 14.99, 'discountPercentage': 19.4, 'discountedTotal': 12.08, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/selfie-lamp-with-iphone/thumbnail.webp'}, {'id': 136, 'title': 'Vivo X21', 'price': 499.99, 'quantity': 5, 'total': 2499.95, 'discountPercentage': 17.41, 'discountedTotal': 2064.71, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/vivo-x21/thumbnail.webp'}, {'id': 80, 'title': 'Huawei Matebook X Pro', 'price': 1399.99, 'quantity': 1, 'total': 1399.99, 'discountPercentage': 9.38, 'discountedTotal': 1268.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/laptops/huawei-matebook-x-pro/thumbnail.webp'}, {'id': 164, 'title': 'Gray Dress', 'price': 34.99, 'quantity': 3, 'total': 104.97, 'discountPercentage': 14.28, 'discountedTotal': 89.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp'}]",4309.85,3678.46,153,6,15
154,"[{'id': 29, 'title': 'Juice', 'price': 3.99, 'quantity': 1, 'total': 3.99, 'discountPercentage': 12.06, 'discountedTotal': 3.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/juice/thumbnail.webp'}, {'id': 93, 'title': 'Brown Leather Belt Watch', 'price': 89.99, 'quantity': 5, 'total': 449.95, 'discountPercentage': 5.99, 'discountedTotal': 423, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/brown-leather-belt-watch/thumbnail.webp'}, {'id': 176, 'title': 'Women Handbag Black', 'price': 59.99, 'quantity': 2, 'total': 119.98, 'discountPercentage': 11.63, 'discountedTotal': 106.03, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/women-handbag-black/thumbnail.webp'}]",573.92,532.54,154,3,8
155,"[{'id': 113, 'title': 'Generic Motorcycle', 'price': 3999.99, 'quantity': 5, 'total': 19999.949999999997, 'discountPercentage': 12.1, 'discountedTotal': 17579.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/thumbnail.webp'}, {'id': 74, 'title': 'Spoon', 'price': 4.99, 'quantity': 5, 'total': 24.950000000000003, 'discountPercentage': 1.53, 'discountedTotal': 24.57, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp'}, {'id': 71, 'title': 'Silver Pot With Glass Cap', 'price': 39.99, 'quantity': 4, 'total': 159.96, 'discountPercentage': 5.7, 'discountedTotal': 150.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/silver-pot-with-glass-cap/thumbnail.webp'}, {'id': 170, 'title': 'Durango SXT RWD', 'price': 36999.99, 'quantity': 3, 'total': 110999.97, 'discountPercentage': 16.44, 'discountedTotal': 92751.57, 'thumbnail': 'https://cdn.dummyjson.com/product-images/vehicle/durango-sxt-rwd/thumbnail.webp'}, {'id': 36, 'title': 'Protein Powder', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 7.59, 'discountedTotal': 36.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/protein-powder/thumbnail.webp'}]",131224.81,110543.89,155,5,19
156,"[{'id': 67, 'title': 'Mug Tree Stand', 'price': 15.99, 'quantity': 4, 'total': 63.96, 'discountPercentage': 9.25, 'discountedTotal': 58.04, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp'}, {'id': 112, 'title': 'TV Studio Camera Pedestal', 'price': 499.99, 'quantity': 5, 'total': 2499.95, 'discountPercentage': 8.31, 'discountedTotal': 2292.2, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp'}, {'id': 67, 'title': 'Mug Tree Stand', 'price': 15.99, 'quantity': 5, 'total': 79.95, 'discountPercentage': 9.25, 'discountedTotal': 72.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/mug-tree-stand/thumbnail.webp'}]",2643.86,2422.79,156,3,14
157,"[{'id': 74, 'title': 'Spoon', 'price': 4.99, 'quantity': 1, 'total': 4.99, 'discountPercentage': 1.53, 'discountedTotal': 4.91, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/spoon/thumbnail.webp'}, {'id': 16, 'title': 'Apple', 'price': 1.99, 'quantity': 1, 'total': 1.99, 'discountPercentage': 12.62, 'discountedTotal': 1.74, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/apple/thumbnail.webp'}]",6.98,6.65,157,2,2
158,"[{'id': 13, 'title': 'Bedside Table African Cherry', 'price': 299.99, 'quantity': 1, 'total': 299.99, 'discountPercentage': 19.09, 'discountedTotal': 242.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp'}, {'id': 44, 'title': 'Family Tree Photo Frame', 'price': 29.99, 'quantity': 1, 'total': 29.99, 'discountPercentage': 14.87, 'discountedTotal': 25.53, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/family-tree-photo-frame/thumbnail.webp'}, {'id': 6, 'title': 'Calvin Klein CK One', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 1.89, 'discountedTotal': 245.23, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp'}, {'id': 14, 'title': 'Knoll Saarinen Executive Conference Chair', 'price': 499.99, 'quantity': 1, 'total': 499.99, 'discountPercentage': 2.01, 'discountedTotal': 489.94, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/knoll-saarinen-executive-conference-chair/thumbnail.webp'}, {'id': 182, 'title': 'Green Crystal Earring', 'price': 29.99, 'quantity': 3, 'total': 89.97, 'discountPercentage': 15.24, 'discountedTotal': 76.26, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-crystal-earring/thumbnail.webp'}]",1169.89,1079.68,158,5,11
159,"[{'id': 68, 'title': 'Pan', 'price': 24.99, 'quantity': 5, 'total': 124.94999999999999, 'discountPercentage': 3, 'discountedTotal': 121.2, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp'}, {'id': 105, 'title': 'Apple MagSafe Battery Pack', 'price': 99.99, 'quantity': 1, 'total': 99.99, 'discountPercentage': 17.17, 'discountedTotal': 82.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp'}, {'id': 164, 'title': 'Gray Dress', 'price': 34.99, 'quantity': 3, 'total': 104.97, 'discountPercentage': 14.28, 'discountedTotal': 89.98, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp'}, {'id': 119, 'title': 'Olay Ultra Moisture Shea Butter Body Wash', 'price': 12.99, 'quantity': 4, 'total': 51.96, 'discountPercentage': 16.39, 'discountedTotal': 43.44, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/olay-ultra-moisture-shea-butter-body-wash/thumbnail.webp'}, {'id': 148, 'title': 'Golf Ball', 'price': 9.99, 'quantity': 2, 'total': 19.98, 'discountPercentage': 17.37, 'discountedTotal': 16.51, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/golf-ball/thumbnail.webp'}, {'id': 56, 'title': 'Electric Stove', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 14.04, 'discountedTotal': 42.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/electric-stove/thumbnail.webp'}]",451.84,396.92,159,6,16
160,"[{'id': 66, 'title': 'Microwave Oven', 'price': 89.99, 'quantity': 1, 'total': 89.99, 'discountPercentage': 12.13, 'discountedTotal': 79.07, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/microwave-oven/thumbnail.webp'}, {'id': 183, 'title': 'Green Oval Earring', 'price': 24.99, 'quantity': 3, 'total': 74.97, 'discountPercentage': 15.18, 'discountedTotal': 63.59, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-jewellery/green-oval-earring/thumbnail.webp'}]",164.96,142.66,160,2,4
161,"[{'id': 172, 'title': ""Blue Women's Handbag"", 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 17.88, 'discountedTotal': 205.26, 'thumbnail': ""https://cdn.dummyjson.com/product-images/womens-bags/blue-women's-handbag/thumbnail.webp""}, {'id': 156, 'title': 'Green and Black Glasses', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 1.01, 'discountedTotal': 138.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp'}, {'id': 159, 'title': 'iPad Mini 2021 Starlight', 'price': 499.99, 'quantity': 3, 'total': 1499.97, 'discountPercentage': 3.64, 'discountedTotal': 1445.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp'}, {'id': 105, 'title': 'Apple MagSafe Battery Pack', 'price': 99.99, 'quantity': 4, 'total': 399.96, 'discountPercentage': 17.17, 'discountedTotal': 331.29, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-magsafe-battery-pack/thumbnail.webp'}, {'id': 68, 'title': 'Pan', 'price': 24.99, 'quantity': 2, 'total': 49.98, 'discountPercentage': 3, 'discountedTotal': 48.48, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/pan/thumbnail.webp'}]",2339.82,2168.95,161,5,18
162,"[{'id': 151, 'title': 'Tennis Ball', 'price': 6.99, 'quantity': 4, 'total': 27.96, 'discountPercentage': 11.76, 'discountedTotal': 24.67, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/thumbnail.webp'}, {'id': 118, 'title': 'Attitude Super Leaves Hand Soap', 'price': 8.99, 'quantity': 1, 'total': 8.99, 'discountPercentage': 18.49, 'discountedTotal': 7.33, 'thumbnail': 'https://cdn.dummyjson.com/product-images/skin-care/attitude-super-leaves-hand-soap/thumbnail.webp'}, {'id': 112, 'title': 'TV Studio Camera Pedestal', 'price': 499.99, 'quantity': 4, 'total': 1999.96, 'discountPercentage': 8.31, 'discountedTotal': 1833.76, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/tv-studio-camera-pedestal/thumbnail.webp'}, {'id': 129, 'title': 'Realme X', 'price': 299.99, 'quantity': 4, 'total': 1199.96, 'discountPercentage': 6.95, 'discountedTotal': 1116.56, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/realme-x/thumbnail.webp'}]",3236.87,2982.32,162,4,13
163,"[{'id': 51, 'title': 'Boxed Blender', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 7.26, 'discountedTotal': 74.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/boxed-blender/thumbnail.webp'}, {'id': 33, 'title': 'Mulberry', 'price': 4.99, 'quantity': 3, 'total': 14.97, 'discountPercentage': 12.87, 'discountedTotal': 13.04, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/mulberry/thumbnail.webp'}, {'id': 13, 'title': 'Bedside Table African Cherry', 'price': 299.99, 'quantity': 3, 'total': 899.97, 'discountPercentage': 19.09, 'discountedTotal': 728.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/furniture/bedside-table-african-cherry/thumbnail.webp'}, {'id': 8, 'title': ""Dior J'adore"", 'price': 89.99, 'quantity': 5, 'total': 449.95, 'discountPercentage': 14.72, 'discountedTotal': 383.72, 'thumbnail': ""https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp""}, {'id': 6, 'title': 'Calvin Klein CK One', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 1.89, 'discountedTotal': 49.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/calvin-klein-ck-one/thumbnail.webp'}]",1494.86,1248.15,163,5,14
164,"[{'id': 27, 'title': 'Honey Jar', 'price': 6.99, 'quantity': 4, 'total': 27.96, 'discountPercentage': 14.4, 'discountedTotal': 23.93, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp'}, {'id': 61, 'title': 'Hand Blender', 'price': 34.99, 'quantity': 4, 'total': 139.96, 'discountPercentage': 17.02, 'discountedTotal': 116.14, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/hand-blender/thumbnail.webp'}, {'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 4, 'total': 59.96, 'discountPercentage': 6.84, 'discountedTotal': 55.86, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}]",227.88,195.93,164,3,12
165,"[{'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 1, 'total': 14.99, 'discountPercentage': 6.84, 'discountedTotal': 13.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}, {'id': 109, 'title': 'Monopod', 'price': 19.99, 'quantity': 2, 'total': 39.98, 'discountPercentage': 8.58, 'discountedTotal': 36.55, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/monopod/thumbnail.webp'}, {'id': 76, 'title': 'Wooden Rolling Pin', 'price': 11.99, 'quantity': 1, 'total': 11.99, 'discountPercentage': 9.75, 'discountedTotal': 10.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/wooden-rolling-pin/thumbnail.webp'}, {'id': 189, 'title': 'Red Shoes', 'price': 34.99, 'quantity': 2, 'total': 69.98, 'discountPercentage': 17.69, 'discountedTotal': 57.6, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-shoes/red-shoes/thumbnail.webp'}, {'id': 73, 'title': 'Spice Rack', 'price': 19.99, 'quantity': 3, 'total': 59.97, 'discountPercentage': 12.09, 'discountedTotal': 52.72, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/spice-rack/thumbnail.webp'}, {'id': 113, 'title': 'Generic Motorcycle', 'price': 3999.99, 'quantity': 5, 'total': 19999.949999999997, 'discountPercentage': 12.1, 'discountedTotal': 17579.96, 'thumbnail': 'https://cdn.dummyjson.com/product-images/motorcycle/generic-motorcycle/thumbnail.webp'}]",20196.86,17751.61,165,6,14
166,"[{'id': 175, 'title': 'White Faux Leather Backpack', 'price': 39.99, 'quantity': 2, 'total': 79.98, 'discountPercentage': 15.2, 'discountedTotal': 67.82, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-bags/white-faux-leather-backpack/thumbnail.webp'}, {'id': 180, 'title': 'Dress Pea', 'price': 49.99, 'quantity': 1, 'total': 49.99, 'discountPercentage': 17.68, 'discountedTotal': 41.15, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-dresses/dress-pea/thumbnail.webp'}]",129.97,108.97,166,2,3
167,"[{'id': 191, 'title': 'Rolex Cellini Moonphase', 'price': 15999.99, 'quantity': 3, 'total': 47999.97, 'discountPercentage': 4.11, 'discountedTotal': 46027.17, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/thumbnail.webp'}, {'id': 21, 'title': 'Cucumber', 'price': 1.49, 'quantity': 1, 'total': 1.49, 'discountPercentage': 0.16, 'discountedTotal': 1.49, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/cucumber/thumbnail.webp'}, {'id': 166, 'title': 'Tartan Dress', 'price': 39.99, 'quantity': 5, 'total': 199.95000000000002, 'discountPercentage': 12.95, 'discountedTotal': 174.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp'}]",48201.41,46202.72,167,3,9
168,"[{'id': 52, 'title': 'Carbon Steel Wok', 'price': 29.99, 'quantity': 2, 'total': 59.98, 'discountPercentage': 6.53, 'discountedTotal': 56.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/carbon-steel-wok/thumbnail.webp'}, {'id': 50, 'title': 'Black Whisk', 'price': 9.99, 'quantity': 4, 'total': 39.96, 'discountPercentage': 10.24, 'discountedTotal': 35.87, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/black-whisk/thumbnail.webp'}]",99.94,91.93,168,2,6
169,"[{'id': 193, 'title': 'Watch Gold for Women', 'price': 799.99, 'quantity': 1, 'total': 799.99, 'discountPercentage': 18.34, 'discountedTotal': 653.27, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/watch-gold-for-women/thumbnail.webp'}, {'id': 95, 'title': 'Rolex Cellini Date Black Dial', 'price': 8999.99, 'quantity': 4, 'total': 35999.96, 'discountPercentage': 8.88, 'discountedTotal': 32803.16, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-watches/rolex-cellini-date-black-dial/thumbnail.webp'}]",36799.95,33456.43,169,2,5
170,"[{'id': 8, 'title': ""Dior J'adore"", 'price': 89.99, 'quantity': 1, 'total': 89.99, 'discountPercentage': 14.72, 'discountedTotal': 76.74, 'thumbnail': ""https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp""}, {'id': 126, 'title': 'Oppo F19 Pro Plus', 'price': 399.99, 'quantity': 4, 'total': 1599.96, 'discountPercentage': 18.64, 'discountedTotal': 1301.73, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/oppo-f19-pro-plus/thumbnail.webp'}, {'id': 59, 'title': 'Glass', 'price': 4.99, 'quantity': 5, 'total': 24.950000000000003, 'discountPercentage': 7.92, 'discountedTotal': 22.97, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/glass/thumbnail.webp'}, {'id': 9, 'title': 'Dolce Shine Eau de', 'price': 69.99, 'quantity': 1, 'total': 69.99, 'discountPercentage': 0.62, 'discountedTotal': 69.56, 'thumbnail': 'https://cdn.dummyjson.com/product-images/fragrances/dolce-shine-eau-de/thumbnail.webp'}, {'id': 46, 'title': 'Plant Pot', 'price': 14.99, 'quantity': 3, 'total': 44.97, 'discountPercentage': 6.84, 'discountedTotal': 41.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/home-decoration/plant-pot/thumbnail.webp'}]",1829.86,1512.89,170,5,14
171,"[{'id': 166, 'title': 'Tartan Dress', 'price': 39.99, 'quantity': 5, 'total': 199.95000000000002, 'discountPercentage': 12.95, 'discountedTotal': 174.06, 'thumbnail': 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp'}, {'id': 157, 'title': 'Party Glasses', 'price': 19.99, 'quantity': 1, 'total': 19.99, 'discountPercentage': 11.22, 'discountedTotal': 17.75, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp'}]",219.94,191.81,171,2,6
172,"[{'id': 24, 'title': 'Fish Steak', 'price': 14.99, 'quantity': 5, 'total': 74.95, 'discountPercentage': 4.23, 'discountedTotal': 71.78, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/fish-steak/thumbnail.webp'}, {'id': 1, 'title': 'Essence Mascara Lash Princess', 'price': 9.99, 'quantity': 2, 'total': 19.98, 'discountPercentage': 10.48, 'discountedTotal': 17.89, 'thumbnail': 'https://cdn.dummyjson.com/product-images/beauty/essence-mascara-lash-princess/thumbnail.webp'}, {'id': 8, 'title': ""Dior J'adore"", 'price': 89.99, 'quantity': 1, 'total': 89.99, 'discountPercentage': 14.72, 'discountedTotal': 76.74, 'thumbnail': ""https://cdn.dummyjson.com/product-images/fragrances/dior-j'adore/thumbnail.webp""}, {'id': 100, 'title': 'Apple Airpods', 'price': 129.99, 'quantity': 3, 'total': 389.97, 'discountPercentage': 15.54, 'discountedTotal': 329.37, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-airpods/thumbnail.webp'}]",574.89,495.78,172,4,11
173,"[{'id': 191, 'title': 'Rolex Cellini Moonphase', 'price': 15999.99, 'quantity': 1, 'total': 15999.99, 'discountPercentage': 4.11, 'discountedTotal': 15342.39, 'thumbnail': 'https://cdn.dummyjson.com/product-images/womens-watches/rolex-cellini-moonphase/thumbnail.webp'}, {'id': 106, 'title': 'Apple Watch Series 4 Gold', 'price': 349.99, 'quantity': 5, 'total': 1749.95, 'discountPercentage': 12.02, 'discountedTotal': 1539.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/apple-watch-series-4-gold/thumbnail.webp'}, {'id': 63, 'title': 'Kitchen Sieve', 'price': 7.99, 'quantity': 4, 'total': 31.96, 'discountPercentage': 18.91, 'discountedTotal': 25.92, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/kitchen-sieve/thumbnail.webp'}, {'id': 37, 'title': 'Red Onions', 'price': 1.99, 'quantity': 2, 'total': 3.98, 'discountPercentage': 9.9, 'discountedTotal': 3.59, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/red-onions/thumbnail.webp'}]",17785.88,16911.51,173,4,12
174,"[{'id': 158, 'title': 'Sunglasses', 'price': 22.99, 'quantity': 4, 'total': 91.96, 'discountPercentage': 1.51, 'discountedTotal': 90.57, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/thumbnail.webp'}, {'id': 90, 'title': 'Puma Future Rider Trainers', 'price': 89.99, 'quantity': 5, 'total': 449.95, 'discountPercentage': 4.2, 'discountedTotal': 431.05, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shoes/puma-future-rider-trainers/thumbnail.webp'}, {'id': 54, 'title': 'Citrus Squeezer Yellow', 'price': 8.99, 'quantity': 4, 'total': 35.96, 'discountPercentage': 12.1, 'discountedTotal': 31.61, 'thumbnail': 'https://cdn.dummyjson.com/product-images/kitchen-accessories/citrus-squeezer-yellow/thumbnail.webp'}, {'id': 27, 'title': 'Honey Jar', 'price': 6.99, 'quantity': 3, 'total': 20.97, 'discountPercentage': 14.4, 'discountedTotal': 17.95, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/honey-jar/thumbnail.webp'}, {'id': 83, 'title': 'Blue & Black Check Shirt', 'price': 29.99, 'quantity': 5, 'total': 149.95, 'discountPercentage': 15.35, 'discountedTotal': 126.93, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mens-shirts/blue-&-black-check-shirt/thumbnail.webp'}, {'id': 39, 'title': 'Soft Drinks', 'price': 1.99, 'quantity': 2, 'total': 3.98, 'discountPercentage': 17.48, 'discountedTotal': 3.28, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/soft-drinks/thumbnail.webp'}]",752.77,701.39,174,6,23
175,"[{'id': 128, 'title': 'Realme C35', 'price': 149.99, 'quantity': 1, 'total': 149.99, 'discountPercentage': 15.3, 'discountedTotal': 127.04, 'thumbnail': 'https://cdn.dummyjson.com/product-images/smartphones/realme-c35/thumbnail.webp'}, {'id': 99, 'title': 'Amazon Echo Plus', 'price': 99.99, 'quantity': 2, 'total': 199.98, 'discountPercentage': 12.07, 'discountedTotal': 175.84, 'thumbnail': 'https://cdn.dummyjson.com/product-images/mobile-accessories/amazon-echo-plus/thumbnail.webp'}]",349.97,302.88,175,2,3
176,"[{'id': 152, 'title': 'Tennis Racket', 'price': 49.99, 'quantity': 5, 'total': 249.95000000000002, 'discountPercentage': 19.61, 'discountedTotal': 200.93, 'thumbnail': 'https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp'}, {'id': 19, 'title': 'Chicken Meat', 'price': 9.99, 'quantity': 2, 'total': 19.98, 'discountPercentage': 13.7, 'discountedTotal': 17.24, 'thumbnail': 'https://cdn.dummyjson.com/product-images/groceries/chicken-meat/thumbnail.webp'}]",269.93,218.17,176,2,7
