id,title,description,category,price,discountPercentage,rating,stock,tags,brand,sku,weight,dimensions,warrantyInformation,shippingInformation,availabilityStatus,reviews,returnPolicy,minimumOrderQuantity,meta,images,thumbnail
149,Iron Golf,"The Iron Golf is a type of golf club designed for various golf shots. It features a solid metal head and is used for approach shots, chipping, and other golfing techniques.",sports-accessories,49.99,6.53,4.41,90,"['sports equipment', 'golf']",,SPO-BRD-IRO-149,2,"{'width': 10.15, 'height': 19.55, 'depth': 5.91}",3 months warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian Newton', 'reviewerEmail': 'julian.newton@x.dummyjson.com'}, {'rating': 1, 'comment': 'Would not buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Caleb Perkins', 'reviewerEmail': 'caleb.perkins@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aria Ferguson', 'reviewerEmail': 'aria.ferguson@x.dummyjson.com'}]",7 days return policy,8,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '4196059523236', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/iron-golf/thumbnail.webp
150,Metal Baseball Bat,The Metal Baseball Bat is a durable and lightweight baseball bat made from metal alloys. It is commonly used in baseball games for hitting and batting practice.,sports-accessories,29.99,19.51,4.66,16,"['sports equipment', 'baseball']",,SPO-BRD-MET-150,7,"{'width': 28.43, 'height': 14.3, 'depth': 7.36}",3 year warranty,Ships in 1 week,In Stock,"[{'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Gabriel Bailey', 'reviewerEmail': 'gabriel.bailey@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}, {'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Logan Lawson', 'reviewerEmail': 'logan.lawson@x.dummyjson.com'}]",60 days return policy,9,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '7296388268295', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/metal-baseball-bat/thumbnail.webp
151,Tennis Ball,The Tennis Ball is a standard ball used in the sport of tennis. It is designed for bouncing and hitting with tennis rackets during matches or practice sessions.,sports-accessories,6.99,11.76,4.06,28,"['sports equipment', 'tennis']",,SPO-BRD-TEN-151,3,"{'width': 8.04, 'height': 20.35, 'depth': 12.24}",5 year warranty,Ships in 1 week,In Stock,"[{'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Addison Ward', 'reviewerEmail': 'addison.ward@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great value for money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Max Russell', 'reviewerEmail': 'max.russell@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luna Perez', 'reviewerEmail': 'luna.perez@x.dummyjson.com'}]",7 days return policy,6,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2793132647969', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/tennis-ball/thumbnail.webp
152,Tennis Racket,"The Tennis Racket is an essential piece of equipment used in the sport of tennis. It features a frame with strings and a grip, allowing players to hit the tennis ball.",sports-accessories,49.99,19.61,4.03,6,"['sports equipment', 'tennis']",,SPO-BRD-TEN-152,7,"{'width': 17.7, 'height': 16.38, 'depth': 18.74}",5 year warranty,Ships overnight,Low Stock,"[{'rating': 3, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Parker', 'reviewerEmail': 'mason.parker@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Gabriel Bailey', 'reviewerEmail': 'gabriel.bailey@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lincoln Kelly', 'reviewerEmail': 'lincoln.kelly@x.dummyjson.com'}]",7 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5611498376196', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/tennis-racket/thumbnail.webp
153,Volleyball,"The Volleyball is a standard ball used in the sport of volleyball. It is designed for passing, setting, and spiking over the net during volleyball matches.",sports-accessories,11.99,12.25,3.84,0,"['sports equipment', 'volleyball']",,SPO-BRD-VOL-153,3,"{'width': 17.01, 'height': 20.05, 'depth': 9.94}",1 week warranty,Ships in 1 week,Out of Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Rivera', 'reviewerEmail': 'carter.rivera@x.dummyjson.com'}, {'rating': 1, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eli Ward', 'reviewerEmail': 'eli.ward@x.dummyjson.com'}, {'rating': 4, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Emma Wilson', 'reviewerEmail': 'emma.wilson@x.dummyjson.com'}]",90 days return policy,44,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6348576170594', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}",['https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/1.webp'],https://cdn.dummyjson.com/product-images/sports-accessories/volleyball/thumbnail.webp
154,Black Sun Glasses,"The Black Sun Glasses are a classic and stylish choice, featuring a sleek black frame and tinted lenses. They provide both UV protection and a fashionable look.",sunglasses,29.99,4.94,4.41,60,"['eyewear', 'sunglasses']",Fashion Shades,SUN-FAS-BLA-154,1,"{'width': 18.51, 'height': 15.69, 'depth': 10.11}",No warranty,Ships in 1-2 business days,In Stock,"[{'rating': 3, 'comment': 'Would not recommend!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Jonathan Pierce', 'reviewerEmail': 'jonathan.pierce@x.dummyjson.com'}, {'rating': 2, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Fisher', 'reviewerEmail': 'owen.fisher@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Martinez', 'reviewerEmail': 'samantha.martinez@x.dummyjson.com'}]",7 days return policy,17,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '1045032983803', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/3.webp']",https://cdn.dummyjson.com/product-images/sunglasses/black-sun-glasses/thumbnail.webp
155,Classic Sun Glasses,The Classic Sun Glasses offer a timeless design with a neutral frame and UV-protected lenses. These sunglasses are versatile and suitable for various occasions.,sunglasses,24.99,4.94,3.86,1,"['eyewear', 'sunglasses']",Fashion Shades,SUN-FAS-CLA-155,8,"{'width': 19.87, 'height': 16.73, 'depth': 11.07}",6 months warranty,Ships in 1 month,Low Stock,"[{'rating': 5, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Logan Lee', 'reviewerEmail': 'logan.lee@x.dummyjson.com'}, {'rating': 3, 'comment': 'Very dissatisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Jack Ward', 'reviewerEmail': 'jack.ward@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Julian James', 'reviewerEmail': 'julian.james@x.dummyjson.com'}]",90 days return policy,18,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5771263118885', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/3.webp']",https://cdn.dummyjson.com/product-images/sunglasses/classic-sun-glasses/thumbnail.webp
156,Green and Black Glasses,"The Green and Black Glasses feature a bold combination of green and black colors, adding a touch of vibrancy to your eyewear collection. They are both stylish and eye-catching.",sunglasses,34.99,1.01,4.55,24,"['eyewear', 'sunglasses']",Fashion Shades,SUN-FAS-GRE-156,7,"{'width': 26.13, 'height': 9.8, 'depth': 25.94}",1 year warranty,Ships overnight,In Stock,"[{'rating': 3, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ava Taylor', 'reviewerEmail': 'ava.taylor@x.dummyjson.com'}, {'rating': 3, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Sullivan', 'reviewerEmail': 'owen.sullivan@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Victoria McDonald', 'reviewerEmail': 'victoria.mcdonald@x.dummyjson.com'}]",30 days return policy,15,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '0635466237296', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/3.webp']",https://cdn.dummyjson.com/product-images/sunglasses/green-and-black-glasses/thumbnail.webp
157,Party Glasses,"The Party Glasses are designed to add flair to your party outfit. With unique shapes or colorful frames, they're perfect for adding a playful touch to your look during celebrations.",sunglasses,19.99,11.22,2.79,86,"['eyewear', 'party glasses']",Fashion Fun,SUN-FAS-PAR-157,9,"{'width': 19.59, 'height': 22.06, 'depth': 27.53}",3 months warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Levi Hicks', 'reviewerEmail': 'levi.hicks@x.dummyjson.com'}, {'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Ariana Ross', 'reviewerEmail': 'ariana.ross@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}]",7 days return policy,39,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8806276971112', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/3.webp']",https://cdn.dummyjson.com/product-images/sunglasses/party-glasses/thumbnail.webp
158,Sunglasses,The Sunglasses offer a classic and simple design with a focus on functionality. These sunglasses provide essential UV protection while maintaining a timeless look.,sunglasses,22.99,1.51,3.02,27,"['eyewear', 'sunglasses']",Fashion Shades,SUN-FAS-SUN-158,1,"{'width': 16.15, 'height': 24.59, 'depth': 10.31}",3 year warranty,Ships in 3-5 business days,In Stock,"[{'rating': 5, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Olivia Wilson', 'reviewerEmail': 'olivia.wilson@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not worth the price!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lillian Bishop', 'reviewerEmail': 'lillian.bishop@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Leah Henderson', 'reviewerEmail': 'leah.henderson@x.dummyjson.com'}]",60 days return policy,8,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '8850931201716', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/1.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/2.webp', 'https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/3.webp']",https://cdn.dummyjson.com/product-images/sunglasses/sunglasses/thumbnail.webp
159,iPad Mini 2021 Starlight,"The iPad Mini 2021 in Starlight is a compact and powerful tablet from Apple. Featuring a stunning Retina display, powerful A-series chip, and a sleek design, it offers a premium tablet experience.",tablets,499.99,3.64,3.18,47,"['electronics', 'tablets']",Apple,TAB-APP-IPA-159,5,"{'width': 17.03, 'height': 5.34, 'depth': 29.62}",2 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 4, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Eleanor Collins', 'reviewerEmail': 'eleanor.collins@x.dummyjson.com'}, {'rating': 5, 'comment': 'Very happy with my purchase!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Leo Rivera', 'reviewerEmail': 'leo.rivera@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Carter Rivera', 'reviewerEmail': 'carter.rivera@x.dummyjson.com'}]",No return policy,3,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6267995330420', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/4.webp']",https://cdn.dummyjson.com/product-images/tablets/ipad-mini-2021-starlight/thumbnail.webp
160,Samsung Galaxy Tab S8 Plus Grey,"The Samsung Galaxy Tab S8 Plus in Grey is a high-performance Android tablet by Samsung. With a large AMOLED display, powerful processor, and S Pen support, it's ideal for productivity and entertainment.",tablets,599.99,13.31,4.68,62,"['electronics', 'tablets']",Samsung,TAB-SAM-SAM-160,1,"{'width': 6.11, 'height': 25.85, 'depth': 26.85}",3 months warranty,Ships in 2 weeks,In Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Christopher West', 'reviewerEmail': 'christopher.west@x.dummyjson.com'}, {'rating': 2, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Owen Sullivan', 'reviewerEmail': 'owen.sullivan@x.dummyjson.com'}, {'rating': 2, 'comment': 'Very disappointed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aria Roberts', 'reviewerEmail': 'aria.roberts@x.dummyjson.com'}]",7 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5021907981204', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/4.webp']",https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-s8-plus-grey/thumbnail.webp
161,Samsung Galaxy Tab White,"The Samsung Galaxy Tab in White is a sleek and versatile Android tablet. With a vibrant display, long-lasting battery, and a range of features, it offers a great user experience for various tasks.",tablets,349.99,18.2,3.72,92,"['electronics', 'tablets']",Samsung,TAB-SAM-SAM-161,5,"{'width': 15.05, 'height': 5.37, 'depth': 11.82}",3 months warranty,Ships overnight,In Stock,"[{'rating': 1, 'comment': 'Waste of money!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Max Russell', 'reviewerEmail': 'max.russell@x.dummyjson.com'}, {'rating': 2, 'comment': 'Poor quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Lincoln Kelly', 'reviewerEmail': 'lincoln.kelly@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Elena Long', 'reviewerEmail': 'elena.long@x.dummyjson.com'}]",7 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '3477850755498', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/1.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/2.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/3.webp', 'https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/4.webp']",https://cdn.dummyjson.com/product-images/tablets/samsung-galaxy-tab-white/thumbnail.webp
162,Blue Frock,"The Blue Frock is a charming and stylish dress for various occasions. With a vibrant blue color and a comfortable design, it adds a touch of elegance to your wardrobe.",tops,29.99,12.13,4.17,52,"['clothing', 'dresses']",,TOP-BRD-BLU-162,5,"{'width': 24.25, 'height': 5.91, 'depth': 8.79}",Lifetime warranty,Ships in 2 weeks,In Stock,"[{'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Victoria McDonald', 'reviewerEmail': 'victoria.mcdonald@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Benjamin Foster', 'reviewerEmail': 'benjamin.foster@x.dummyjson.com'}, {'rating': 4, 'comment': 'Would buy again!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Addison Ward', 'reviewerEmail': 'addison.ward@x.dummyjson.com'}]",60 days return policy,4,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6410441827139', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/blue-frock/1.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/2.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/3.webp', 'https://cdn.dummyjson.com/product-images/tops/blue-frock/4.webp']",https://cdn.dummyjson.com/product-images/tops/blue-frock/thumbnail.webp
163,Girl Summer Dress,"The Girl Summer Dress is a cute and breezy dress designed for warm weather. With playful patterns and lightweight fabric, it's perfect for keeping cool and stylish during the summer.",tops,19.99,19.2,4.77,43,"['clothing', ""girls' dresses""]",,TOP-BRD-GIR-163,5,"{'width': 26.19, 'height': 20.65, 'depth': 10.1}",Lifetime warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Pearson', 'reviewerEmail': 'mason.pearson@x.dummyjson.com'}, {'rating': 4, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Aubrey Garcia', 'reviewerEmail': 'aubrey.garcia@x.dummyjson.com'}, {'rating': 4, 'comment': 'Very satisfied!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Charlotte Davis', 'reviewerEmail': 'charlotte.davis@x.dummyjson.com'}]",60 days return policy,46,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6273976484433', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/4.webp']",https://cdn.dummyjson.com/product-images/tops/girl-summer-dress/thumbnail.webp
164,Gray Dress,"The Gray Dress is a versatile and chic option for various occasions. With a neutral gray color, it can be dressed up or down, making it a wardrobe staple for any fashion-forward individual.",tops,34.99,14.28,2.72,55,"['clothing', 'dresses']",,TOP-BRD-GRA-164,1,"{'width': 11.91, 'height': 25.72, 'depth': 18.55}",1 month warranty,Ships in 1 month,In Stock,"[{'rating': 5, 'comment': 'Highly impressed!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Brayden Fleming', 'reviewerEmail': 'brayden.fleming@x.dummyjson.com'}, {'rating': 4, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Michael Johnson', 'reviewerEmail': 'michael.johnson@x.dummyjson.com'}, {'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Evelyn Sanchez', 'reviewerEmail': 'evelyn.sanchez@x.dummyjson.com'}]",90 days return policy,13,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '5201099489825', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/gray-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/gray-dress/4.webp']",https://cdn.dummyjson.com/product-images/tops/gray-dress/thumbnail.webp
165,Short Frock,"The Short Frock is a playful and trendy dress with a shorter length. Ideal for casual outings or special occasions, it combines style and comfort for a fashionable look.",tops,24.99,13.45,3.23,22,"['clothing', 'dresses']",,TOP-BRD-SHO-165,10,"{'width': 24.29, 'height': 6.79, 'depth': 28.12}",1 year warranty,Ships in 1-2 business days,In Stock,"[{'rating': 3, 'comment': 'Disappointing product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Gabriel Hayes', 'reviewerEmail': 'gabriel.hayes@x.dummyjson.com'}, {'rating': 5, 'comment': 'Awesome product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Samantha Howard', 'reviewerEmail': 'samantha.howard@x.dummyjson.com'}, {'rating': 4, 'comment': 'Fast shipping!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}]",30 days return policy,5,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '2022014761829', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/short-frock/1.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/2.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/3.webp', 'https://cdn.dummyjson.com/product-images/tops/short-frock/4.webp']",https://cdn.dummyjson.com/product-images/tops/short-frock/thumbnail.webp
166,Tartan Dress,"The Tartan Dress features a classic tartan pattern, bringing a timeless and sophisticated touch to your wardrobe. Perfect for fall and winter, it adds a hint of traditional charm.",tops,39.99,12.95,4.05,73,"['clothing', 'dresses']",,TOP-BRD-TAR-166,8,"{'width': 23.14, 'height': 12.44, 'depth': 12.67}",1 month warranty,Ships overnight,In Stock,"[{'rating': 5, 'comment': 'Highly recommended!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Mason Pearson', 'reviewerEmail': 'mason.pearson@x.dummyjson.com'}, {'rating': 3, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luke Cooper', 'reviewerEmail': 'luke.cooper@x.dummyjson.com'}, {'rating': 4, 'comment': 'Excellent quality!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'William Lopez', 'reviewerEmail': 'william.lopez@x.dummyjson.com'}]",No return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '3383823083995', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/tops/tartan-dress/1.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/2.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/3.webp', 'https://cdn.dummyjson.com/product-images/tops/tartan-dress/4.webp']",https://cdn.dummyjson.com/product-images/tops/tartan-dress/thumbnail.webp
167,300 Touring,"The 300 Touring is a stylish and comfortable sedan, known for its luxurious features and smooth performance.",vehicle,28999.99,3.98,4.05,54,"['sedans', 'vehicles']",Chrysler,VEH-CHR-TOU-167,9,"{'width': 19.2, 'height': 26.17, 'depth': 17.28}",3 year warranty,Ships in 2 weeks,In Stock,"[{'rating': 4, 'comment': 'Very pleased!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Luna Russell', 'reviewerEmail': 'luna.russell@x.dummyjson.com'}, {'rating': 5, 'comment': 'Great product!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Garcia', 'reviewerEmail': 'harper.garcia@x.dummyjson.com'}, {'rating': 2, 'comment': 'Not as described!', 'date': '2025-04-30T09:41:02.054Z', 'reviewerName': 'Harper Turner', 'reviewerEmail': 'harper.turner@x.dummyjson.com'}]",30 days return policy,1,"{'createdAt': '2025-04-30T09:41:02.054Z', 'updatedAt': '2025-04-30T09:41:02.054Z', 'barcode': '6337799339397', 'qrCode': 'https://cdn.dummyjson.com/public/qr-code.png'}","['https://cdn.dummyjson.com/product-images/vehicle/300-touring/1.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/2.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/3.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/4.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/5.webp', 'https://cdn.dummyjson.com/product-images/vehicle/300-touring/6.webp']",https://cdn.dummyjson.com/product-images/vehicle/300-touring/thumbnail.webp
